AcountNumber,CVV,CustomerAge,Gender,Marital Status,CardColour,CardType,Domain,Amount,AverageIncomeExpendicture,Outcome,Customer_City_Address
1248133433,605,22,Female,Divorced,Gold,Verve,International,704695,109975,1,Ibadan
1270268693,354,30,Male,Married,Gold,Verve,Local,543218,290796,1,Abuja
1279253975,248,21,Male,Single,Gold,Verve,International,285341,163053,0,Kano
1243083730,310,18,Female,Married,Gold,Verve,International,354660,348723,1,Abuja
1280977622,385,29,Male,Married,Gold,Verve,Local,147006,379574,0,Lagos
1240754512,261,20,Female,Married,White,Visa,International,107857,176976,0,Ibadan
1251930454,550,18,Male,Married,White,Visa,International,797181,234886,1,Abuja
1250515104,596,26,Male,Married,Gold,Verve,Local,255159,226681,0,Lagos
1281261786,506,18,Female,Unknown,Gold,Verve,Local,788257,275743,1,Kano
1250855683,653,26,Male,Married,White,Visa,International,627498,148968,1,Ibadan
1263246369,239,28,Male,Single,White,Visa,International,150873,292932,1,Ota
1287366184,353,28,Female,Married,Gold,Verve,International,324168,111140,1,Port Harcourt
1284435204,637,20,Male,Single,White,MasterCard,International,680751,319146,1,Ibadan
1249642748,385,18,Female,Married,Gold,Verve,International,790071,148374,1,Ibadan
1251676748,340,25,Male,Single,Gold,Verve,International,771878,282857,1,Kano
1263642763,389,25,Male,Single,Gold,Verve,Local,760156,242654,1,Kano
1280539819,340,30,Female,Divorced,White,Visa,International,696177,332835,1,Other
1272178586,671,18,Male,Married,White,MasterCard,International,728125,225323,1,Other
1266685785,255,22,Male,Single,White,MasterCard,Local,854501,146258,1,Lagos
1270106765,580,27,Female,Single,White,MasterCard,International,412177,353921,1,Other
1269237413,641,30,Male,Unknown,Gold,Verve,International,851858,236413,1,Abuja
1241269306,254,30,Female,Married,Gold,Verve,Local,329827,325138,1,Kano
1264830662,623,23,Male,Married,Gold,Verve,Local,725209,267592,1,Abuja
1270048595,262,20,Male,Married,Gold,Verve,International,918127,227050,1,Other
1274066713,251,20,Female,Married,Gold,Verve,International,995829,367371,1,Ibadan
1239580494,368,21,Male,Married,White,Visa,International,668930,259099,1,Ota
1290458597,339,19,Male,Unknown,Gold,Verve,International,798166,180760,1,Port Harcourt
1250829130,388,29,Female,Married,White,Visa,International,125213,301015,0,Port Harcourt
1257002494,487,25,Male,Single,Gold,Verve,International,432952,178901,0,Kano
1288230612,280,30,Female,Married,White,Visa,Local,908572,247579,1,Kano
1289376824,339,30,Male,Single,White,Visa,International,593099,296665,1,Abuja
1275369383,271,28,Male,Married,White,MasterCard,International,539859,325738,1,Ota
1248903425,369,20,Female,Single,White,MasterCard,Local,988961,276708,1,Other
1272526986,595,22,Male,Married,White,MasterCard,International,800292,122035,1,Kano
1285465337,649,29,Male,Married,White,Visa,International,467692,235722,0,Ota
1276658200,567,20,Female,Married,White,Visa,Local,198813,295327,0,Ota
1269217363,427,20,Male,Married,Gold,Verve,Local,135732,230004,0,Enugu
1249908344,472,26,Female,Married,Gold,Verve,International,519603,134366,1,Ota
1271215764,427,21,Male,Single,Gold,Verve,International,355060,236848,1,Lagos
1248629173,669,19,Male,Single,Gold,Verve,International,195082,216850,0,Port Harcourt
1277025066,622,30,Female,Married,White,Visa,International,386901,352060,1,Kano
1281695308,229,28,Male,Married,White,MasterCard,International,907468,289941,1,Kano
1248689369,365,24,Male,Married,White,Visa,International,442738,106627,0,Enugu
1252976597,455,24,Female,Married,Gold,Verve,Local,673257,204998,1,Lagos
1241610607,588,18,Male,Married,White,MasterCard,International,778340,275313,1,Ota
1241998646,332,19,Female,Single,White,Visa,International,997652,150140,1,Port Harcourt
1241018203,415,26,Male,Single,Gold,Verve,Local,431834,262905,0,Port Harcourt
1278255124,596,24,Male,Single,Gold,Verve,International,554938,281279,1,Ota
1260489886,379,30,Female,Married,Gold,Verve,International,540817,312612,1,Abuja
1263249286,597,29,Male,Married,Gold,Verve,Local,926959,146146,1,Abuja
1253740774,392,19,Male,Single,Gold,Verve,Local,262084,342195,1,Abuja
1278790619,459,27,Female,Married,White,Visa,International,317113,166573,0,Enugu
1251309101,308,23,Male,Married,White,Visa,International,758683,113382,1,Abuja
1272534301,379,18,Female,Married,Gold,Verve,International,660149,129464,1,Lagos
1257564122,217,19,Male,Divorced,Gold,Verve,International,787808,191687,1,Ibadan
1242211882,240,19,Male,Married,White,Visa,International,908917,216802,1,Ibadan
1280228233,241,23,Female,Single,White,Visa,International,978931,122309,1,Ibadan
1274609266,660,19,Male,Single,Gold,Verve,Local,814547,295106,1,Lagos
1241680956,369,21,Male,Single,White,MasterCard,International,892581,308779,1,Port Harcourt
1249495246,587,21,Female,Single,Gold,Verve,International,335397,266691,1,Lagos
1279376227,437,18,Male,Married,Gold,Verve,Local,629689,186155,1,Other
1247656282,221,19,Female,Married,Gold,Verve,International,599335,326292,1,Kano
1244661542,449,20,Male,Married,White,Visa,International,733858,176918,1,Port Harcourt
1249185894,458,27,Male,Married,White,MasterCard,Local,403056,107903,0,Port Harcourt
1273370537,340,18,Female,Single,White,MasterCard,Local,358592,152323,1,Ibadan
1274051177,279,23,Male,Single,White,MasterCard,International,769552,200705,1,Port Harcourt
1252123606,345,28,Male,Single,Gold,Verve,International,183592,118890,0,Port Harcourt
1249481466,315,30,Female,Married,Gold,Verve,International,131369,162949,0,Ibadan
1264758107,259,27,Male,Single,Gold,Verve,International,908737,343129,1,Ibadan
1246429029,408,27,Female,Married,Gold,Verve,International,120157,297563,0,Kano
1280086183,638,25,Male,Married,Gold,Verve,International,887626,354521,1,Other
1242749160,549,27,Male,Married,White,Visa,Local,286139,143712,1,Lagos
1281050578,279,30,Female,Married,Gold,Verve,International,485123,188907,1,Ota
1262344194,520,29,Male,Married,White,Visa,International,158489,185317,1,Kano
1255257986,254,28,Male,Married,Gold,Verve,Local,694411,180451,1,Lagos
1248026319,661,22,Female,Single,White,Visa,International,204249,390094,1,Enugu
1243074437,657,27,Male,Married,White,Visa,International,697502,168530,1,Abuja
1286588564,343,27,Female,Single,White,MasterCard,Local,239455,198866,0,Kano
1282595504,642,21,Male,Married,White,MasterCard,Local,638369,273534,1,Ibadan
1277951547,361,30,Male,Married,White,MasterCard,International,603461,237700,1,Lagos
1286490722,318,30,Female,Married,White,Visa,International,166574,117277,1,Port Harcourt
1286438552,256,28,Male,Married,White,Visa,International,247153,155817,0,Ota
1254824067,656,27,Male,Single,Gold,Verve,International,983159,282033,1,Enugu
1262611402,635,24,Female,Married,Gold,Verve,International,347692,277952,0,Abuja
1269922915,672,24,Male,Married,Gold,Verve,International,271952,129208,0,Abuja
1276126885,235,20,Female,Married,Gold,Verve,Local,418738,270794,1,Abuja
1240899283,476,25,Male,Single,White,Visa,International,304627,233549,1,Kano
1272957993,406,23,Male,Single,White,MasterCard,International,958676,333047,1,Abuja
1284779743,264,27,Female,Single,White,Visa,Local,262222,223569,0,Lagos
1243794004,284,22,Male,Single,Gold,Verve,International,673309,190740,1,Enugu
1281786074,339,21,Male,Married,White,MasterCard,International,410782,328736,1,Enugu
1282207509,246,23,Female,Single,White,Visa,Local,981190,232303,1,Abuja
1270972454,267,22,Male,Single,Gold,Verve,Local,401029,182833,0,Abuja
1290267184,445,21,Female,Divorced,Gold,Verve,International,849328,287724,1,Lagos
1247117614,213,30,Male,Married,Gold,Verve,International,793754,236157,1,Abuja
1268333881,630,26,Male,Married,Gold,Verve,International,245283,259802,0,Ibadan
1243227537,247,21,Female,Single,Gold,Verve,International,439817,141630,0,Abuja
1279331668,523,25,Male,Married,White,Visa,International,386995,323045,1,Kano
1285896523,452,19,Male,Married,White,Visa,International,617807,249292,1,Port Harcourt
1264062494,623,19,Female,Single,Gold,Verve,Local,727373,226176,1,Ota
1240806749,265,28,Male,Married,Gold,Verve,International,804729,151759,1,Kano
1258394950,494,19,Female,Married,White,Visa,International,102971,300343,0,Ota
1276961221,527,28,Male,Single,White,Visa,Local,695146,335157,1,Other
1275420160,470,29,Male,Single,Gold,Verve,International,184977,297168,0,Abuja
1267672256,429,26,Female,Married,White,MasterCard,International,605396,275226,1,Ibadan
1288409484,304,28,Male,Married,Gold,Verve,Local,746801,186844,1,Enugu
1288045050,249,18,Male,Married,Gold,Verve,Local,204109,355342,1,Enugu
1264888499,453,27,Female,Single,Gold,Verve,International,414224,301849,1,Ota
1267269645,562,23,Male,Married,White,Visa,International,573818,180323,1,Port Harcourt
1248357049,331,28,Female,Married,White,MasterCard,International,127977,340113,0,Enugu
1246532290,671,21,Male,Married,White,MasterCard,International,128508,257609,0,Ibadan
1255578334,310,19,Male,Married,White,MasterCard,International,660646,102466,1,Port Harcourt
1253920586,404,26,Female,Married,Gold,Verve,International,510555,267225,1,Other
1289960949,533,20,Male,Married,Gold,Verve,Local,221836,260138,1,Port Harcourt
1275346985,228,21,Male,Married,Gold,Verve,International,309731,355165,1,Ota
1255704578,596,30,Female,Married,Gold,Verve,International,428765,265767,0,Kano
1241469541,269,19,Male,Married,Gold,Verve,Local,458782,180082,0,Enugu
1264860434,594,23,Female,Single,White,Visa,International,678682,368991,1,Lagos
1253841178,259,21,Male,Married,Gold,Verve,International,758171,211543,1,Ota
1266020780,594,18,Male,Divorced,White,Visa,Local,561005,312976,1,Ibadan
1269991543,478,25,Female,Married,Gold,Verve,Local,499802,132716,1,Port Harcourt
1261051946,676,21,Male,Married,White,Visa,International,928236,306385,1,Enugu
1265346193,276,30,Male,Married,White,Visa,International,636962,229875,1,Other
1272829392,369,22,Female,Married,White,MasterCard,International,838277,254318,1,Ota
1263036983,447,22,Male,Single,White,MasterCard,International,483822,176069,1,Lagos
1290228723,570,29,Female,Married,White,MasterCard,International,884192,279929,1,Ibadan
1285190651,511,25,Male,Married,White,Visa,International,376040,218911,0,Enugu
1249946886,385,20,Male,Married,White,Visa,Local,697316,112406,1,Ibadan
1281527528,625,23,Female,Single,Gold,Verve,International,704893,265376,1,Kano
1262674446,661,25,Male,Married,Gold,Verve,International,629820,237508,1,Other
1273962202,424,24,Male,Married,Gold,Verve,Local,325419,225955,0,Enugu
1243386422,310,24,Female,Unknown,Gold,Verve,International,566368,260205,1,Ota
1251005036,412,30,Male,Single,White,Visa,International,475045,280128,0,Abuja
1265465874,342,25,Female,Single,White,MasterCard,Local,902548,157636,1,Lagos
1241308523,304,19,Male,Married,White,Visa,Local,623980,373346,1,Enugu
1249138011,605,25,Male,Single,Gold,Verve,International,374288,153285,1,Port Harcourt
1267915920,593,18,Female,Married,White,MasterCard,International,684257,277955,1,Kano
1256552154,265,29,Male,Single,White,Visa,International,211819,271976,0,Enugu
1272548167,589,22,Male,Unknown,Gold,Verve,International,638667,341838,1,Ota
1277030365,537,28,Female,Single,Gold,Verve,International,783626,217183,1,Other
1283701212,468,29,Male,Unknown,Gold,Verve,International,906598,207902,1,Lagos
1245623842,663,21,Female,Married,Gold,Verve,Local,717012,287810,1,Ibadan
1244500492,219,23,Male,Divorced,Gold,Verve,International,456397,150127,1,Lagos
1260842737,511,28,Male,Married,White,Visa,International,277635,260966,0,Other
1273217795,427,18,Female,Single,White,Visa,Local,833046,184100,1,Kano
1280508431,423,20,Male,Married,Gold,Verve,International,601623,225636,1,Ibadan
1259135927,425,22,Male,Married,Gold,Verve,International,963686,345984,1,Other
1273274144,614,23,Female,Married,White,Visa,Local,438502,161261,0,Enugu
1284250488,619,19,Male,Married,White,Visa,Local,378113,177465,1,Lagos
1274844793,373,19,Female,Single,Gold,Verve,International,434347,268500,0,Kano
1239355991,620,30,Male,Married,White,MasterCard,International,907839,242427,1,Lagos
1245700068,588,27,Male,Married,Gold,Verve,International,394570,332162,1,Abuja
1256112493,225,24,Female,Single,Gold,Verve,International,470692,143246,0,Kano
1250708184,331,19,Male,Single,Gold,Verve,International,529599,270346,1,Ota
1255757061,593,25,Male,Single,White,Visa,International,133641,124928,0,Lagos
1243380569,406,21,Female,Married,White,MasterCard,Local,104255,148376,0,Port Harcourt
1263102563,342,21,Male,Married,White,MasterCard,International,147388,350790,0,Enugu
1278810884,491,27,Female,Married,White,MasterCard,International,659743,263112,1,Lagos
1265879615,541,23,Male,Divorced,Gold,Verve,Local,147538,360142,0,Lagos
1256638152,437,26,Male,Single,Gold,Verve,International,703369,340728,1,Abuja
1275839096,540,21,Female,Married,Gold,Verve,International,321528,330828,1,Ota
1264287444,552,27,Male,Married,Gold,Verve,Local,486617,145084,0,Kano
1289302453,569,18,Male,Married,Gold,Verve,Local,568215,329638,1,Port Harcourt
1251237325,480,20,Female,Single,White,Visa,International,256954,256454,1,Other
1261428077,233,28,Male,Single,Gold,Verve,International,466469,149917,0,Kano
1277955063,556,21,Female,Single,White,Visa,International,216986,249685,0,Ibadan
1254429879,329,29,Male,Married,Gold,Verve,International,775475,323541,1,Other
1250508566,665,25,Male,Single,White,Visa,International,300664,188396,0,Port Harcourt
1249615490,531,18,Female,Married,White,Visa,International,944559,197646,1,Kano
1255867249,428,30,Male,Married,White,MasterCard,Local,205634,273071,1,Lagos
1261821707,377,30,Male,Married,White,MasterCard,International,478775,374305,1,Ota
1270694957,579,23,Female,Married,White,MasterCard,International,716212,148072,1,Other
1271696948,669,22,Male,Divorced,White,Visa,Local,107590,102112,0,Ota
1288176260,653,26,Female,Married,White,Visa,International,329055,315145,1,Ibadan
1277701435,664,28,Male,Married,Gold,Verve,International,150948,109906,0,Port Harcourt
1254128204,493,28,Male,Married,Gold,Verve,Local,847372,244104,1,Ota
1278425996,677,22,Female,Single,Gold,Verve,Local,961624,102366,1,Other
1246540625,238,29,Male,Married,Gold,Verve,International,558203,284944,1,Other
1269250652,382,22,Male,Married,White,Visa,International,124243,135833,0,Kano
1278345962,301,24,Female,Married,White,MasterCard,International,175050,192734,0,Kano
1285926588,386,27,Male,Married,White,Visa,International,378962,265027,0,Lagos
1262863628,437,24,Female,Married,Gold,Verve,International,517383,190704,1,Enugu
1252051994,569,20,Male,Divorced,White,MasterCard,International,292144,254681,0,Kano
1264953591,585,28,Male,Married,White,Visa,Local,764042,122697,1,Abuja
1243838257,535,18,Female,Married,Gold,Verve,International,691021,194893,1,Kano
1283189180,569,28,Male,Married,Gold,Verve,International,314285,259592,1,Kano
1268400996,630,18,Male,Married,Gold,Verve,Local,601832,298383,1,Port Harcourt
1283019946,535,25,Female,Married,Gold,Verve,International,846931,110257,1,Other
1264553912,254,27,Male,Married,Gold,Verve,International,942300,167437,1,Ota
1246928153,574,27,Female,Single,White,Visa,Local,289604,171267,0,Ota
1277239699,491,25,Male,Divorced,White,Visa,Local,868172,288014,1,Ibadan
1247068657,506,26,Male,Married,Gold,Verve,International,346414,112867,1,Ibadan
1281947369,313,27,Female,Married,Gold,Verve,International,980320,218565,1,Other
1249549515,666,29,Male,Single,White,Visa,International,454015,286311,0,Ota
1245897085,579,24,Male,Married,White,Visa,International,373872,254036,0,Lagos
1261477044,621,30,Female,Married,Gold,Verve,International,952864,289804,1,Port Harcourt
1269513172,494,24,Male,Married,White,MasterCard,International,370243,246155,0,Other
1288715665,328,27,Female,Divorced,Gold,Verve,Local,333315,168566,1,Enugu
1262719283,338,19,Male,Married,Gold,Verve,International,191468,144792,0,Port Harcourt
1260054954,452,30,Male,Married,Gold,Verve,International,516998,362581,1,Other
1279560752,599,23,Female,Single,White,Visa,Local,739156,325865,1,Port Harcourt
1277847751,556,29,Male,Divorced,White,MasterCard,International,196118,155835,0,Kano
1251011553,647,28,Male,Single,White,MasterCard,International,201991,298227,0,Port Harcourt
1242005515,326,24,Female,Married,White,MasterCard,Local,261455,215759,0,Ota
1280778083,575,26,Male,Single,Gold,Verve,Local,892032,128004,1,Ibadan
1255639082,335,30,Female,Married,Gold,Verve,International,847356,343227,1,Enugu
1279286537,409,28,Male,Single,Gold,Verve,International,588779,233256,1,Lagos
1267069168,327,23,Male,Married,Gold,Verve,International,465594,365811,1,Port Harcourt
1257344914,616,20,Female,Married,Gold,Verve,International,603820,358211,1,Ibadan
1283147529,578,19,Male,Married,White,Visa,International,473281,183160,1,Kano
1252294494,240,22,Male,Married,Gold,Verve,International,485658,180454,0,Kano
1285863016,430,27,Female,Single,White,Visa,Local,569887,199057,1,Other
1266037034,448,20,Male,Single,Gold,Verve,International,726056,105455,1,Lagos
1243422121,518,21,Female,Married,White,Visa,International,730165,257702,1,Kano
1243356923,323,28,Male,Married,White,Visa,Local,155455,113506,0,Kano
1246976767,364,21,Male,Single,White,MasterCard,International,429181,117234,1,Port Harcourt
1266014115,463,24,Female,Married,White,MasterCard,International,574207,233282,0,Port Harcourt
1259293049,421,26,Male,Married,White,MasterCard,Local,222574,302250,1,Ibadan
1290464961,638,20,Male,Single,White,Visa,Local,413206,141742,1,Port Harcourt
1240952186,478,20,Female,Single,White,Visa,International,799388,100743,1,Kano
1259669158,496,23,Male,Single,Gold,Verve,International,341045,223102,1,Ota
1265879358,657,23,Female,Single,Gold,Verve,International,129766,293786,0,Ota
1263893895,509,23,Male,Married,Gold,Verve,International,229308,186984,1,Abuja
1239337466,229,25,Male,Married,Gold,Verve,International,948732,236052,1,Kano
1264067378,623,28,Female,Married,White,Visa,International,901533,130295,1,Ota
1275275533,353,22,Male,Single,White,MasterCard,Local,187112,295413,0,Enugu
1240197765,569,19,Male,Single,White,Visa,International,932673,112299,1,Ibadan
1277787178,418,18,Female,Married,Gold,Verve,International,505776,138193,1,Abuja
1247636984,224,29,Male,Single,White,MasterCard,Local,570551,279981,0,Other
1258048781,365,22,Female,Married,White,Visa,International,991367,240762,1,Port Harcourt
1270191793,471,22,Male,Married,Gold,Verve,International,992192,272547,1,Enugu
1266253538,527,19,Male,Married,Gold,Verve,Local,754330,168537,1,Ota
1240438759,426,27,Female,Married,Gold,Verve,Local,638159,274289,1,Lagos
1251311007,245,30,Male,Single,Gold,Verve,International,733987,211279,1,Ota
1284912995,591,29,Male,Married,Gold,Verve,International,640618,390702,1,Ota
1257749288,491,22,Female,Married,White,Visa,International,913502,179724,1,Kano
1240454724,371,25,Male,Divorced,White,Visa,International,673149,199896,1,Port Harcourt
1251077435,340,26,Female,Single,Gold,Verve,International,636412,118194,1,Ibadan
1255679547,525,25,Male,Married,Gold,Verve,International,674725,136121,1,Ibadan
1257526204,463,24,Male,Married,White,Visa,Local,682004,219023,1,Other
1261898604,253,23,Female,Married,White,Visa,International,709477,189121,1,Kano
1264070041,361,25,Male,Married,Gold,Verve,International,608617,262978,1,Enugu
1260296365,531,18,Male,Married,White,MasterCard,Local,881333,247130,1,Abuja
1268111610,538,23,Female,Married,Gold,Verve,International,249619,167370,0,Lagos
1278431857,523,23,Male,Married,Gold,Verve,International,450642,274376,1,Port Harcourt
1278878954,468,26,Female,Married,Gold,Verve,Local,942755,248705,1,Ota
1280588857,631,27,Male,Married,White,Visa,Local,648714,200705,1,Abuja
1255058638,358,20,Male,Married,White,MasterCard,International,346094,215188,0,Abuja
1243253646,368,30,Female,Married,White,MasterCard,International,727194,361194,1,Ota
1261995575,220,19,Male,Single,White,MasterCard,International,686582,359711,1,Ibadan
1267140623,387,18,Male,Married,Gold,Verve,International,836415,270319,1,Kano
1254376557,586,28,Female,Single,Gold,Verve,International,861058,264845,1,Port Harcourt
1252225072,446,21,Male,Divorced,Gold,Verve,International,325991,286407,0,Kano
1259981328,656,22,Female,Single,Gold,Verve,Local,639188,382045,1,Abuja
1248106707,659,30,Male,Married,Gold,Verve,International,544218,173006,1,Other
1251629796,601,26,Male,Married,White,Visa,International,831461,151890,1,Other
1240973559,272,25,Female,Single,Gold,Verve,Local,341616,186700,1,Kano
1272602888,535,27,Male,Single,White,Visa,International,157367,301663,1,Ibadan
1290041126,605,19,Male,Married,Gold,Verve,International,578689,145794,1,Ota
1246933667,555,19,Female,Single,White,Visa,Local,784273,235349,1,Lagos
1258011172,628,30,Male,Single,White,Visa,Local,572572,369119,1,Ota
1244950909,441,26,Female,Married,White,MasterCard,International,217368,289541,1,Other
1276518573,433,22,Male,Unknown,White,MasterCard,International,634911,165777,1,Lagos
1264534371,333,27,Male,Divorced,White,MasterCard,International,913691,209863,1,Port Harcourt
1246166813,513,26,Female,Married,White,Visa,International,190911,182975,1,Lagos
1253139682,486,29,Male,Single,White,Visa,International,280869,108858,0,Enugu
1248264155,227,26,Male,Married,Gold,Verve,International,970418,287880,1,Ibadan
1283758794,497,19,Female,Single,Gold,Verve,Local,931235,115525,1,Other
1288869914,276,26,Male,Married,Gold,Verve,International,803496,145521,1,Kano
1281455439,410,24,Female,Married,Gold,Verve,International,954860,245006,1,Lagos
1258934972,383,18,Male,Single,White,Visa,Local,357833,257687,0,Ota
1243799878,494,30,Male,Married,White,MasterCard,International,376691,307596,1,Ibadan
1271260764,329,21,Female,Married,White,Visa,International,360550,323875,1,Kano
1260214177,380,25,Male,Single,Gold,Verve,Local,714385,109457,1,Other
1265300283,278,20,Male,Married,White,MasterCard,Local,226427,163596,0,Enugu
1275649284,538,21,Female,Married,White,Visa,International,760242,158923,1,Enugu
1272215584,281,20,Male,Single,Gold,Verve,International,828776,317442,1,Ibadan
1242081020,394,26,Female,Married,Gold,Verve,International,968976,253132,1,Ota
1263389802,326,29,Male,Divorced,Gold,Verve,International,374911,157095,0,Other
1266485699,547,24,Male,Married,Gold,Verve,International,528108,169897,1,Enugu
1281556192,652,26,Female,Single,Gold,Verve,International,184539,169472,0,Kano
1276992426,466,29,Male,Married,White,Visa,Local,629143,159688,1,Kano
1262744842,562,19,Male,Married,White,Visa,International,903169,351333,1,Abuja
1287837576,334,20,Female,Single,Gold,Verve,International,595167,342736,1,Ota
1250412068,243,24,Male,Unknown,Gold,Verve,Local,943808,220927,1,Abuja
1281437166,397,23,Female,Married,White,Visa,International,677481,270617,1,Other
1285934754,420,18,Male,Single,White,Visa,International,129006,196644,0,Ota
1268036748,292,24,Male,Single,Gold,Verve,Local,193457,120541,0,Lagos
1275608418,400,28,Female,Single,White,MasterCard,Local,643503,201607,1,Enugu
1262654480,421,27,Male,Single,Gold,Verve,International,721179,194061,1,Abuja
1248573984,345,19,Male,Married,Gold,Verve,International,897617,177735,1,Ibadan
1275678864,544,19,Female,Married,Gold,Verve,International,196629,278323,0,Lagos
1259259327,563,23,Male,Single,White,Visa,International,134254,120255,0,Other
1287323465,535,24,Female,Single,White,MasterCard,International,383108,364914,1,Other
1279752689,582,22,Male,Married,White,MasterCard,International,155079,197023,0,Port Harcourt
1267259019,470,26,Male,Married,White,MasterCard,Local,658881,174036,1,Ota
1285189523,471,20,Female,Married,Gold,Verve,International,710253,235660,1,Ota
1250231807,604,26,Male,Single,Gold,Verve,International,617535,155707,1,Kano
1268448690,493,28,Male,Married,Gold,Verve,Local,296503,308854,1,Ibadan
1241797887,420,27,Female,Single,Gold,Verve,International,444178,194771,0,Enugu
1260638779,400,23,Male,Married,Gold,Verve,International,691197,133814,1,Lagos
1285469732,617,30,Female,Single,White,Visa,Local,145688,127383,0,Abuja
1259852693,667,24,Male,Single,Gold,Verve,Local,168279,178706,0,Abuja
1267879577,300,22,Male,Married,White,Visa,International,444758,245770,1,Port Harcourt
1267304974,380,30,Female,Married,Gold,Verve,International,215017,370179,1,Port Harcourt
1277080685,580,21,Male,Married,White,Visa,International,451841,130144,1,Abuja
1247435169,254,24,Male,Married,White,Visa,International,571064,194626,1,Port Harcourt
1255610903,428,30,Female,Married,White,MasterCard,International,891410,185122,1,Ibadan
1269343060,542,23,Male,Divorced,White,MasterCard,International,392905,184140,0,Kano
1257447233,675,30,Female,Single,White,MasterCard,Local,256011,165063,1,Kano
1275084724,365,23,Male,Single,White,Visa,International,163786,282500,1,Enugu
1242997472,216,27,Male,Single,White,Visa,International,138597,216182,0,Enugu
1258822694,394,23,Female,Married,Gold,Verve,Local,989569,275191,1,Ibadan
1255701427,399,19,Male,Married,Gold,Verve,International,576653,233543,1,Enugu
1243378989,284,24,Male,Divorced,Gold,Verve,International,309918,146978,0,Lagos
1253256093,585,28,Female,Married,Gold,Verve,Local,815905,140130,1,Other
1249083462,239,23,Male,Married,White,Visa,Local,731949,245613,1,Kano
1266929323,243,20,Female,Married,White,MasterCard,International,428756,131293,1,Ibadan
1242324265,397,22,Male,Married,White,Visa,International,852054,163251,1,Lagos
1240552175,281,24,Male,Married,Gold,Verve,International,449017,247925,0,Lagos
1267098929,432,22,Female,Single,White,MasterCard,International,815541,255827,1,Abuja
1251829066,252,19,Male,Married,White,Visa,International,403586,330432,1,Abuja
1248724714,344,22,Male,Married,Gold,Verve,International,424323,206208,0,Ibadan
1241910927,597,21,Female,Single,Gold,Verve,Local,170703,116100,0,Other
1270379922,429,26,Male,Married,Gold,Verve,International,485195,157734,1,Lagos
1245438967,649,19,Female,Married,Gold,Verve,International,990302,323545,1,Kano
1255228227,366,18,Male,Divorced,Gold,Verve,Local,530212,282105,1,Port Harcourt
1271923217,534,22,Male,Divorced,White,Visa,International,747840,198904,1,Port Harcourt
1286443307,214,24,Female,Single,White,Visa,International,945144,289953,1,Kano
1262628864,557,30,Male,Single,Gold,Verve,Local,462675,234376,0,Lagos
1266157435,474,22,Male,Single,Gold,Verve,Local,944947,214640,1,Lagos
1286844276,608,23,Female,Married,White,Visa,International,243724,280194,1,Ibadan
1284021782,635,27,Male,Divorced,White,Visa,International,327236,226041,1,Kano
1277684426,283,23,Female,Married,Gold,Verve,International,937420,150621,1,Ota
1287377983,652,28,Male,Single,White,MasterCard,International,509393,243882,1,Abuja
1266423682,473,27,Male,Married,Gold,Verve,International,906590,146447,1,Ota
1287956512,675,22,Female,Married,Gold,Verve,International,612886,209569,1,Lagos
1264357399,227,18,Male,Married,Gold,Verve,Local,625221,218809,1,Lagos
1254276382,423,26,Male,Married,White,Visa,International,141508,296707,0,Lagos
1274060019,217,29,Female,Married,White,MasterCard,International,987512,298759,1,Ibadan
1250259618,543,18,Male,Single,White,MasterCard,Local,727041,157678,1,Ibadan
1263649228,404,27,Female,Married,White,MasterCard,International,286395,279996,0,Lagos
1286477001,287,29,Male,Married,Gold,Verve,International,427055,236832,1,Kano
1255394658,393,30,Male,Married,Gold,Verve,Local,635546,263731,1,Abuja
1281692994,221,19,Female,Married,Gold,Verve,Local,439514,185895,1,Port Harcourt
1277035411,280,21,Male,Married,Gold,Verve,International,820081,218813,1,Abuja
1259974362,284,18,Male,Married,Gold,Verve,International,236821,300381,1,Port Harcourt
1244425830,380,22,Female,Married,White,Visa,International,953948,166223,1,Enugu
1267294319,480,22,Male,Married,Gold,Verve,International,321929,285775,0,Ibadan
1272382388,547,18,Female,Single,White,Visa,International,199837,173752,0,Kano
1245734270,442,22,Male,Single,Gold,Verve,International,203140,107681,0,Ota
1243752464,331,24,Male,Married,White,Visa,Local,744168,326242,1,Ota
1249961053,557,27,Female,Married,White,Visa,International,384798,372422,1,Abuja
1279610551,415,19,Male,Single,White,MasterCard,International,250404,179664,1,Port Harcourt
1277321263,415,21,Male,Married,White,MasterCard,Local,865349,341248,1,Kano
1268612473,365,20,Female,Married,White,MasterCard,International,605145,394697,1,Lagos
1286291240,356,27,Male,Married,White,Visa,International,784759,332683,1,Kano
1285579929,429,27,Female,Single,White,Visa,Local,811637,257768,1,Ota
1286234862,618,27,Male,Married,Gold,Verve,Local,556829,265788,1,Ota
1249602779,549,18,Male,Married,Gold,Verve,International,722548,339254,1,Port Harcourt
1241747128,536,23,Female,Married,Gold,Verve,International,950721,154364,1,Ibadan
1272029418,440,23,Male,Married,Gold,Verve,International,892448,233854,1,Port Harcourt
1253972597,677,22,Male,Married,White,Visa,International,167383,302273,1,Lagos
1285646061,503,25,Female,Divorced,White,MasterCard,International,629283,272323,1,Ota
1255111505,500,30,Male,Married,White,Visa,International,475319,322095,1,Abuja
1242243724,325,20,Female,Married,Gold,Verve,Local,669348,189814,1,Port Harcourt
1250788430,582,20,Male,Married,White,MasterCard,International,485858,273039,1,Port Harcourt
